draw,posterior_draw_weight,prob_tertiary,prob_secondary,probability_sum
475,0.0002648995871189357,0.9364373090521386,0.06356269094786138,1.0
476,0.00025054561210953485,0.9038786864244397,0.09612131357556025,1.0
477,0.00023549085427809372,0.8793455190826688,0.12065448091733118,1.0
478,0.0002850464757340143,0.96782530188561,0.032174698114389944,1.0
479,0.0002509654715693212,0.9042742644710124,0.09572573552898757,1.0
480,0.0002531134416828044,0.9032301226852728,0.09676987731472717,1.0
481,0.0002572391673069982,0.9318442240072253,0.06815577599277466,1.0
482,0.0002423574112260869,0.8675916998786427,0.1324083001213573,1.0
483,0.00024258620333575482,0.9300453311087818,0.06995466889121812,1.0
484,0.00025860435840242965,0.9218164010235796,0.0781835989764203,1.0
485,0.0002462595450667461,0.8844981745714551,0.11550182542854497,1.0
486,0.00024996538279094987,0.9428068980320942,0.05719310196790575,0.9999999999999999
487,0.0002441187151792894,0.8742944551034435,0.1257055448965565,1.0
488,0.0002631920027455808,0.933606359197761,0.06639364080223897,1.0
489,0.00023430089409362154,0.9061000008324217,0.09389999916757821,0.9999999999999999
490,0.0002628492242000286,0.9300281529107686,0.0699718470892314,1.0
491,0.00023197169710900776,0.9096081159157519,0.09039188408424814,1.0
492,0.0002415502294664995,0.8635693458827876,0.13643065411721236,0.9999999999999999
493,0.00023717895730864148,0.8565028512183906,0.14349714878160935,1.0
494,0.00026530842703519097,0.9440553171737075,0.055944682826292474,1.0
495,0.0002461503326472381,0.8847984390283012,0.11520156097169876,1.0
496,0.00026263910690277727,0.9509167130767172,0.04908328692328274,1.0
497,0.0002474027970227351,0.9104860658395805,0.0895139341604196,1.0
498,0.00023720967024759698,0.8520339031518935,0.1479660968481065,1.0
499,0.0002157489527855993,0.7556825069946103,0.24431749300538985,1.0
500,0.00029748721244159815,0.9795129952298945,0.02048700477010552,1.0
501,0.000234005029834594,0.8644300649429939,0.135569935057006,0.9999999999999999
502,0.00027670015968476807,0.9609116461308788,0.03908835386912118,0.9999999999999999
503,0.00023702612931587508,0.9122211324911035,0.08777886750889663,1.0
504,0.00024531872226863207,0.877527613321397,0.12247238667860301,1.0
505,0.0002583852731899198,0.9510964090037034,0.048903590996296535,0.9999999999999999
506,0.00024233941148363213,0.8660277185432289,0.1339722814567711,1.0
507,0.00026455285929358847,0.9598285928047552,0.040171407195244736,0.9999999999999999
508,0.0002336139506925374,0.8345554250626892,0.16544457493731082,1.0
509,0.000253164097349768,0.9551679779758104,0.04483202202418948,0.9999999999999999
510,0.00026891123402937215,0.9479950741509654,0.05200492584903465,1.0
511,0.000270908150601719,0.9484727075209612,0.05152729247903876,1.0
512,0.00023272941665989977,0.8716520359529676,0.12834796404703244,1.0
513,0.00025906691979376314,0.9231651305970368,0.07683486940296318,0.9999999999999999
514,0.00025165646341209386,0.9197190250268724,0.08028097497312761,1.0
515,0.0002486590890278325,0.9007001206119056,0.09929987938809443,1.0
516,0.00024733912180896256,0.8981404579176483,0.10185954208235164,0.9999999999999999
517,0.00026700204121488574,0.9517944634164104,0.048205536583589656,1.0
518,0.00024129704463350267,0.8748472408190464,0.1251527591809536,1.0
519,0.00024220322833196897,0.8735834209922524,0.1264165790077476,1.0
520,0.00023509767760610312,0.8413183474417487,0.15868165255825128,1.0
521,0.0002586232412679777,0.9336966928471762,0.06630330715282379,1.0
522,0.000249235807814434,0.8951288026982255,0.1048711973017746,1.0
523,0.0002354426560255215,0.8397308362428796,0.16026916375712055,1.0000000000000002
524,0.00024254109202176974,0.869580385897028,0.1304196141029719,0.9999999999999999
525,0.00025460726187426566,0.9327236714011828,0.0672763285988172,1.0
526,0.0002572379056875786,0.9154877279074768,0.08451227209252311,0.9999999999999999
527,0.00022519193080374855,0.8092298489672135,0.19077015103278655,1.0
528,0.0002848364616240133,0.9673422308390227,0.03265776916097731,1.0
529,0.0002042813791163133,0.8330590456216517,0.16694095437834824,0.9999999999999999
530,0.0002483253085240076,0.8996184430389609,0.10038155696103918,1.0
531,0.00024259909488016189,0.8755523691396071,0.12444763086039282,0.9999999999999999
532,0.00026073042177852663,0.933308524644793,0.06669147535520702,1.0
533,0.00025502081084821654,0.9174148705281773,0.08258512947182274,1.0
534,0.00024798225852987193,0.8965845634878179,0.10341543651218221,1.0
535,0.0002475302125827907,0.8914261298406196,0.10857387015938039,1.0
536,0.0002469999553197664,0.9192967322521737,0.08070326774782637,1.0
537,0.00024793258164168997,0.8912862247225483,0.10871377527745178,1.0
538,0.0002575564983744227,0.918452585525323,0.0815474144746769,1.0
539,0.00023159425529236625,0.8354560811644177,0.16454391883558236,1.0
540,0.0002389952216164208,0.8804455823556125,0.11955441764438739,0.9999999999999999
541,0.00022588505031566417,0.8383636608751573,0.16163633912484254,0.9999999999999999
542,0.00026432344459903864,0.9444625870880551,0.05553741291194485,0.9999999999999999
543,0.00021627849927369092,0.836884541541103,0.163115458458897,1.0
544,0.0002613918301474587,0.9340025678224662,0.06599743217753383,1.0
545,0.0002584398381054554,0.9260174210222436,0.07398257897775647,1.0
